state	Year	Quarter	Index	Standard Error
IL	2003	1	131.23
IL	2003	2	131.36
IL	2003	3	132.64
IL	2003	4	135.23
IL	2004	1	135.50
IL	2004	2	137.60
IL	2004	3	139.63
IL	2004	4	141.63
IL	2005	1	143.59
IL	2005	2	144.20
IL	2005	3	147.15
IL	2005	4	148.06
IL	2006	1	150.95
IL	2006	2	152.03
IL	2006	3	153.37
IL	2006	4	154.44
IL	2007	1	156.94
IL	2007	2	156.75
IL	2007	3	157.31
IL	2007	4	158.49
IL	2008	1	159.07
IL	2008	2	158.07
IL	2008	3	156.43
IL	2008	4	157.39
IL	2009	1	158.41
IL	2009	2	157.55
IL	2009	3	156.05
IL	2009	4	155.67
IL	2010	1	154.99
IL	2010	2	154.43
IL	2010	3	156.92
IL	2010	4	156.55
IL	2011	1	154.32
IL	2011	2	152.94
IL	2011	3	154.89
IL	2011	4	155.70
IL	2012	1	154.93
IL	2012	2	155.25
IL	2012	3	156.74
IL	2012	4	156.94
IL	2013	1	156.91
IL	2013	2	157.17
IL	2013	3	156.47
IL	2013	4	156.48
IL	2014	1	155.95
IL	2014	2	156.69
IL	2014	3	158.48
IL	2014	4	159.94
IL	2015	1	161.82
IL	2015	2	160.52
IL	2015	3	161.22
IL	2015	4	163.50
IL	2016	1	164.88
IN	1995	1	100.00
IN	1995	2	102.35
IN	1995	3	103.75
IN	1995	4	105.55
IN	1996	1	106.15
IN	1996	2	109.01
IN	1996	3	110.99
IN	1996	4	112.65
IN	1997	1	114.17
IN	1997	2	115.95
IN	1997	3	117.51
IN	1997	4	119.59
IN	1998	1	119.94
IN	1998	2	122.08
IN	1998	3	123.77
IN	1998	4	124.86
IN	1999	1	126.46
IN	1999	2	128.12
IN	1999	3	129.58
IN	1999	4	130.25
IN	2000	1	132.03
IN	2000	2	132.76
IN	2000	3	134.83
IN	2000	4	135.99
IN	2001	1	139.04
IN	2001	2	140.30
IN	2001	3	141.10
IN	2001	4	142.15
IN	2002	1	143.41
IN	2002	2	144.00
IN	2002	3	145.28
IN	2002	4	145.65
IN	2003	1	146.65
IN	2003	2	147.90
IN	2003	3	149.22
IN	2003	4	150.61
IN	2004	1	151.70
IN	2004	2	152.04
IN	2004	3	154.32
IN	2004	4	155.37
IN	2005	1	157.09
IN	2005	2	158.82
IN	2005	3	160.35
IN	2005	4	160.86
IN	2006	1	160.56
